Scheme_Code,Scheme_Name,AMC,Scheme_Type,Scheme_Category,Scheme_NAV_Name,Scheme_Min_Amt,NAV
129572,Reliance Close Ended Equity Fund II- Series A,Nippon Life India Asset Management Limited,Close Ended,Growth,Reliance Close Ended Equity Fund II- Series A- Direct Plan- Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter.,13.6958
129573,Reliance Close Ended Equity Fund II- Series A,Nippon Life India Asset Management Limited,Close Ended,Growth,Reliance Close Ended Equity Fund II- Series A- Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter.,12.9136
129574,Reliance Close Ended Equity Fund II- Series A,Nippon Life India Asset Management Limited,Close Ended,Growth,Reliance Close Ended Equity Fund II- Series A- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter.,18.5052
129638,Kotak FMP Series 161 (370 Days),Kotak Mahindra Asset Management Company Limited.,Close Ended,Income,Kotak FMP Series 161 (370 Days) - Growth,5000,12.69866061
129639,Kotak FMP Series 161 (370 Days),Kotak Mahindra Asset Management Company Limited.,Close Ended,Income,Kotak FMP Series 161 (370 Days) - Direct Growth,5000,12.70096773
129640,Kotak FMP Series 161 (370 Days),Kotak Mahindra Asset Management Company Limited.,Close Ended,Income,Kotak FMP Series 161 (370 Days) - Dividend,5000,12.698666
129641,Kotak FMP Series 161 (370 Days),Kotak Mahindra Asset Management Company Limited.,Close Ended,Income,Kotak FMP Series 161 (370 Days) - Direct Dividend,5000,12.700968
129642,ICICI Prudential Fixed Maturity Plan-Series 74-368 Days Plan J,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan -Series 74 -368 Days Plan J Direct Plan Dividend Option,5000,12.9222
129643,ICICI Prudential Fixed Maturity Plan-Series 74-368 Days Plan J,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan -Series 74 -368 Days Plan J Direct Plan-Cumulative Option,5000,12.9816
129644,ICICI Prudential Fixed Maturity Plan-Series 74-368 Days Plan J,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan -Series 74 -368 Days Plan J Cumulative Option,5000,12.9502
129645,ICICI Prudential Fixed Maturity Plan-Series 74-368 Days Plan J,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan -Series 74 -368 Days Plan J Dividend Option,5000,12.8908
129646,Union Small Cap Fund,Union Asset Management Company Private Limited,Open Ended,Equity Scheme - Small Cap Fund,Union Small Cap Fund - Direct Plan - IDCW Option,Rs.1000 and in multiples of  Rs.1 thereafter.,41.71
129647,Union Small Cap Fund,Union Asset Management Company Private Limited,Open Ended,Equity Scheme - Small Cap Fund,Union Small Cap Fund - Regular Plan - Growth Option,Rs.1000 and in multiples of  Rs.1 thereafter.,56.76
129648,Union Small Cap Fund,Union Asset Management Company Private Limited,Open Ended,Equity Scheme - Small Cap Fund,Union Small Cap Fund - Regular Plan - IDCW Option,Rs.1000 and in multiples of  Rs.1 thereafter.,43.56
129649,Union Small Cap Fund,Union Asset Management Company Private Limited,Open Ended,Equity Scheme - Small Cap Fund,Union Small Cap Fund - Direct Plan - Growth Option,Rs.1000 and in multiples of  Rs.1 thereafter.,63.39
129679,Reliance Fixed Horizon Fund- XXVI- Series 23,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund- XXVI- Series 23- Dividend Payout Opiton,Rs 5000 and in multiples of Re. 1 thereafter,11.7686
129680,Reliance Fixed Horizon Fund- XXVI- Series 23,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund- XXVI- Series 23- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,14.1739
129681,Reliance Fixed Horizon Fund- XXVI- Series 23,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund- XXVI- Series 23- Direct Plan- Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,11.8942
129682,Reliance Fixed Horizon Fund- XXVI- Series 23,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund XXVI- Series 23- Direct Plan- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,14.4627
129683,Reliance Fixed Horizon Fund XXVI- Series 24,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund- XXVI- Series 24- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,12.7605
129684,Reliance Fixed Horizon Fund XXVI- Series 24,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund- XXVI- Series 24- Direct Plan- Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,10.0
129685,Reliance Fixed Horizon Fund XXVI- Series 24,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund- XXVI- Series 24- Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,10.0
129686,Reliance Fixed Horizon Fund XXVI- Series 24,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund- XXVI- Series 24- Direct Plan- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,12.7991
129715,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan K,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan -Series 74 - 369 Days Plan K - Dividend Option,5000,12.848
129716,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan K,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 - 369 Days Plan K - Cumulative Option,5000,12.9072
129717,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan K,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 - 369 Days Plan K Direct Plan Dividend Option,5000,10.9092
129718,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan K,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan K Direct Plan Cumulative Option,5000,12.9387
129729,Reliance Fixed Horizon Fund- XXVI- Series 25,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund XXVI- Series 25- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter.,12.8986
129730,Reliance Fixed Horizon Fund- XXVI- Series 25,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund XXVI- Series 25- Direct Plan- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter.,12.9394
129731,Reliance Fixed Horizon Fund- XXVI- Series 25,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund XXVI- Series 25- Direct Plan- Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter.,10.0
129732,Reliance Fixed Horizon Fund- XXVI- Series 25,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund XXVI- Series 25- Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter.,10.0
129733,Reliance Dual Advantage Fixed Tenure Fund V- Plan H,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Dual Advantage Fixed Tenure Fund V- Plan H- Direct Plan- Growth Option,Rs. 5000/- per option and in multiples of Re. 1,12.1888
129734,Reliance Dual Advantage Fixed Tenure Fund V- Plan H,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Dual Advantage Fixed Tenure Fund V- Plan H- Direct Plan- Dividend payout option,Rs. 5000/- per option and in multiples of Re. 1,10.0
129735,Reliance Dual Advantage Fixed Tenure Fund V- Plan H,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Dual Advantage Fixed Tenure Fund V- Plan H- Growth Option,Rs. 5000/- per option and in multiples of Re. 1,11.6611
129736,Reliance Dual Advantage Fixed Tenure Fund V- Plan H,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Dual Advantage Fixed Tenure Fund V- Plan H- Dividend Payout Option,Rs. 5000/- per option and in multiples of Re. 1,10.0
129737,ICICI Prudential Capital Protection Oriented Fund V - Plan F -1100 Days,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund V- Plan F - 1100 Days -Dividend Option,5000,12.7422
129738,ICICI Prudential Capital Protection Oriented Fund V - Plan F -1100 Days,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund V -Plan F -1100 Days Direct Plan Cumulative Option,5000,13.2817
129739,ICICI Prudential Capital Protection Oriented Fund V - Plan F -1100 Days,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund V- Plan F- 1100 Days -Cumulative Option,5000,12.7422
129740,ICICI Prudential Capital Protection Oriented Fund V - Plan F -1100 Days,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund V- Plan F -1100 Days Direct Plan Dividend Option,5000,13.2817
129741,ICICI Prudential Multiple Yield Fund- Series 6 -1100 Days Plan F,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days Plan F Direct Plan Cumulative Option,5000,13.4508
129742,ICICI Prudential Multiple Yield Fund- Series 6 -1100 Days Plan F,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days Plan F Cumulative Option,5000,12.8982
129743,ICICI Prudential Multiple Yield Fund- Series 6 -1100 Days Plan F,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days Plan F Dividend Option,5000,12.1949
129744,ICICI Prudential Multiple Yield Fund- Series 6 -1100 Days Plan F,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days Plan F Direct Plan- Dividend Option,5000,12.6492
129765,Kotak FMP Series 162 (370 Days),Kotak Mahindra Asset Management Company Limited.,Close Ended,Income,Kotak FMP Series 162 (370 Days) - Dividend,5000,12.73413254
129766,Kotak FMP Series 162 (370 Days),Kotak Mahindra Asset Management Company Limited.,Close Ended,Income,Kotak FMP Series 162 (370 Days) - Growth,5000,12.73413246
129767,Kotak FMP Series 162 (370 Days),Kotak Mahindra Asset Management Company Limited.,Close Ended,Income,Kotak FMP Series 162 (370 Days) - Direct Dividend,5000,10.938333
129768,Kotak FMP Series 162 (370 Days),Kotak Mahindra Asset Management Company Limited.,Close Ended,Income,Kotak FMP Series 162 (370 Days) - Direct Growth,5000,12.80531107
129797,ICICI Prudential Fixed Maturity Plan-Series 74-1092 Days Plan P,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 - 1092 Days Plan P - Cumulative Option,5000,13.0718
129798,ICICI Prudential Fixed Maturity Plan-Series 74-1092 Days Plan P,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 - 1092 Days Plan P Direct Plan-Cumulative Option,5000,13.19
129799,ICICI Prudential Fixed Maturity Plan-Series 74-1092 Days Plan P,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 - 1092 Days Plan P Direct Plan Dividend Option,5000,12.5101
129800,ICICI Prudential Fixed Maturity Plan-Series 74-1092 Days Plan P,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 - 1092 Days Plan P - Dividend Option,5000,12.4108
129837,Reliance Fixed Horizon Fund XXVI- Series 26,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund XXVI- Series 26- Direct Plan- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter.,13.2179
129838,Reliance Fixed Horizon Fund XXVI- Series 26,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund XXVI- Series 26- Direct Plan- Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter.,10.0
129839,Reliance Fixed Horizon Fund XXVI- Series 26,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund- XXVI- Series 26- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter.,12.9998
129840,Reliance Fixed Horizon Fund XXVI- Series 26,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund XXVI- Series 26- Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter.,10.0
129853,ICICI Prudential Fixed Maturity Plan- Series 74 - 367 Days Plan N,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan -Series 74 -367 Days Plan N Direct Plan Dividend Option,5000,12.8524
129854,ICICI Prudential Fixed Maturity Plan- Series 74 - 367 Days Plan N,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 - 367 Days Plan N Direct Plan Cumulative Option,5000,12.9119
129855,ICICI Prudential Fixed Maturity Plan- Series 74 - 367 Days Plan N,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 - 367 Days Plan N  Cumulative Option,5000,12.8901
129856,ICICI Prudential Fixed Maturity Plan- Series 74 - 367 Days Plan N,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 - 367 Days Plan N Dividend Option,5000,12.831
129857,ICICI Prudential Capital Protection Oriented Fund VI - PLAN A - 1825 Days,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund Series VI -1825 Days Plan A Cumulative Option,5000,14.9675
129858,ICICI Prudential Capital Protection Oriented Fund VI - PLAN A - 1825 Days,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund Series VI- 1825 Days Plan A Dividend Option,5000,14.9675
129859,ICICI Prudential Capital Protection Oriented Fund VI - PLAN A - 1825 Days,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund Series VI- 1825 Days Plan A Direct Plan Cumulative option,5000,15.9313
129860,ICICI Prudential Capital Protection Oriented Fund VI - PLAN A - 1825 Days,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund Series VI- 1825 Days Plan A Direct Plan Dividend Option,5000,15.9313
129913,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan L,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan L - Dividend Option,5000,12.8233
129914,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan L,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan-Series 74- 369 Days Plan L Direct Plan Dividend Option,5000,10.9025
129915,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan L,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan L Direct Plan Cumulative Option,5000,12.9043
129916,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan L,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan L - Cumulative Option,5000,12.8812
129967,ICICI Prudential Fixed Maturity Plan-Series 74- 370 Days Plan Q,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan Q Cumulative Option,5000,12.8593
129968,ICICI Prudential Fixed Maturity Plan-Series 74- 370 Days Plan Q,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 -370 Days Plan Q Direct Plan Cumulative Option,5000,12.8848
129969,ICICI Prudential Fixed Maturity Plan-Series 74- 370 Days Plan Q,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan -Series 74 -370 Days Plan Q Dividend Option,5000,12.8002
129970,ICICI Prudential Fixed Maturity Plan-Series 74- 370 Days Plan Q,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan -Series 74 -370 Days Plan Q Direct Plan Dividend Option,5000,12.8257
129999,ICICI Prudential Fixed Maturity Plan-Series 74- 368 Days Plan R,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan -Series 74 -368 Days Plan R Direct Plan Dividend Option,5000,10.6233
130000,ICICI Prudential Fixed Maturity Plan-Series 74- 368 Days Plan R,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan -Series 74 -368 Days Plan R Direct Plan Cumulative Option,5000,12.8862
130001,ICICI Prudential Fixed Maturity Plan-Series 74- 368 Days Plan R,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan-Series 74-368 Days Plan R Dividend Option,5000,12.4814
130002,ICICI Prudential Fixed Maturity Plan-Series 74- 368 Days Plan R,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan -Series 74 -368 Days Plan R Cumulative Option,5000,12.8601
130003,ICICI Prudential Growth Fund - Series 1,ICICI Prudential Asset Management Company Limited,Close Ended,Growth,ICICI Prudential Growth Fund- Series 1 Direct Dividend,5000,14.47
130004,ICICI Prudential Growth Fund - Series 1,ICICI Prudential Asset Management Company Limited,Close Ended,Growth,ICICI Prudential Growth Fund- Series 1 Dividend,5000,13.23
130005,ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan S,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan -Series 74 -370 Days Plan S  Cumulative Option,5000,12.7833
130006,ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan S,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan -Series 74 -370 Days Plan S Dividend Option,5000,12.4358
130007,ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan S,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan -Series 74 -370 Days Plan S Direct Plan Dividend Option,5000,12.4505
130008,ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan S,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan -Series 74 -370 Days Plan S Direct Plan Cumulative Option,5000,12.8002
130009,Reliance Fixed Horizon Fund-XXVI-Series 28,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund-XXVI-Series 28-Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,12.8386
130010,Reliance Fixed Horizon Fund-XXVI-Series 28,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund-XXVI-Series 28-Direct Plan-Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,12.8984
130011,Reliance Fixed Horizon Fund-XXVI-Series 28,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund-XXVI-Series 28-Direct Plan Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,
130012,Reliance Fixed Horizon Fund-XXVI-Series 28,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund-XXVI-Series 28-Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,10.0
130013,ICICI Prudential Money Market Fund - Cash Option,ICICI Prudential Asset Management Company Limited,Open Ended,Debt Scheme - Money Market Fund,ICICI Prudential Money Market Fund Option - IDCW Others,1000,186.2407
130037,Nippon India Medium Duration Fund (Existing Number of Segregated Portfolios - 1),Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Medium Duration Fund,Nippon India Medium Duration Fund - Growth Option,Rs.5000/- and in multiples of Re. 1 thereafter,16.7753
130050,Nippon India Medium Duration Fund (Existing Number of Segregated Portfolios - 1),Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Medium Duration Fund,Nippon India Medium Duration Fund - Direct Plan - Growth Option,Rs.5000/- and in multiples of Re. 1 thereafter,18.2699
130051,Nippon India Medium Duration Fund (Existing Number of Segregated Portfolios - 1),Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Medium Duration Fund,Nippon India Medium Duration  Fund - Bonus Option,Rs.5000/- and in multiples of Re. 1 thereafter,10.5217
130052,Nippon India Medium Duration Fund (Existing Number of Segregated Portfolios - 1),Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Medium Duration Fund,Nippon India Medium Duration Fund - Direct Plan - Bonus Option,Rs.5000/- and in multiples of Re. 1 thereafter,18.2733
130053,Nippon India Medium Duration Fund (Existing Number of Segregated Portfolios - 1),Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Medium Duration Fund,NIPPON INDIA MEDIUM DURATION FUND - IDCW Option,Rs.5000/- and in multiples of Re. 1 thereafter,14.3551
130054,Nippon India Medium Duration Fund (Existing Number of Segregated Portfolios - 1),Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Medium Duration Fund,NIPPON INDIA MEDIUM DURATION FUND - DIRECT Plan - IDCW Option,Rs.5000/- and in multiples of Re. 1 thereafter,15.4097
130055,Nippon India Medium Duration Fund (Existing Number of Segregated Portfolios - 1),Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Medium Duration Fund,NIPPON INDIA MEDIUM DURATION FUND - DIRECT Plan - QUARTERLY IDCW Option,Rs.5000/- and in multiples of Re. 1 thereafter,11.0476
130056,Nippon India Medium Duration Fund (Existing Number of Segregated Portfolios - 1),Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Medium Duration Fund,NIPPON INDIA MEDIUM DURATION FUND - QUARTERLY IDCW Option,Rs.5000/- and in multiples of Re. 1 thereafter,10.9507
130061,ICICI Prudential Fixed Maturity Plan - Series 74 - 9 Years Plan U,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan -Series 74 -9 Years Plan U IDCW Option,5000,18.8211
130062,ICICI Prudential Fixed Maturity Plan - Series 74 - 9 Years Plan U,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 - 9 Years Plan U Direct Plan IDCW Option,5000,19.2518
130063,ICICI Prudential Fixed Maturity Plan - Series 74 - 9 Years Plan U,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan -Series 74 -9 Years Plan U Cumulative Option,5000,18.8712
130064,ICICI Prudential Fixed Maturity Plan - Series 74 - 9 Years Plan U,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 -9 Years Plan U Direct Plan Cumulative Option,5000,19.3019
130085,ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan T,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 -369 Days Plan T Direct Plan Cumulative Option,5000,12.8921
130086,ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan T,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan T Direct Plan Dividend Option,5000,12.8328
130087,ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan T,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan T - Dividend Option,5000,12.8136
130088,ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan T,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan T - Cumulative Option,5000,12.8728
130145,ICICI Prudential Multiple Yield Fund- Series 7 -1100 Days Plan A,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days Plan A Direct Plan Dividend Option,5000,12.6366
130146,ICICI Prudential Multiple Yield Fund- Series 7 -1100 Days Plan A,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days Plan A Direct Plan Cumulative Option,5000,12.9747
130147,ICICI Prudential Multiple Yield Fund- Series 7 -1100 Days Plan A,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days Plan A Dividend Option,5000,12.168
130148,ICICI Prudential Multiple Yield Fund- Series 7 -1100 Days Plan A,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days Plan A Cumulative Option,5000,12.4342
130177,ICICI Prudential Fixed Maturity Plan -Series 74 -370 Days Plan V,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan V Direct Plan Cumulative Option,5000,12.8491
130178,ICICI Prudential Fixed Maturity Plan -Series 74 -370 Days Plan V,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan V - Cumulative Option,5000,12.8285
130179,ICICI Prudential Fixed Maturity Plan -Series 74 -370 Days Plan V,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan V - Dividend Option,5000,12.7697
130180,ICICI Prudential Fixed Maturity Plan -Series 74 -370 Days Plan V,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan V Direct Plan Dividend Option,5000,12.7902
130181,ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan B,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund Series VI -1100 Days Plan B Cumulative Option,5000,12.5091
130182,ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan B,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund Series VI- 1100 Days Plan B Direct Plan Dividend Option,5000,13.0275
130183,ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan B,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund Series VI- 1100 Days Plan B Direct Plan Cumulative option,5000,13.0276
130184,ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan B,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund Series VI- 1100 Days Plan B Dividend Option,5000,12.5091
130189,Reliance Fixed Horizon Fund - XXVI - Series 29,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund - XXVI - Series 29 - Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,12.7925
130190,Reliance Fixed Horizon Fund - XXVI - Series 29,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund - XXVI - Series 29 - Direct Plan - Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,12.8321
130191,Reliance Fixed Horizon Fund - XXVI - Series 29,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund - XXVI - Series 29 - Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,10.0
130192,Reliance Fixed Horizon Fund - XXVI - Series 29,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund - XXVI - Series 29 - Direct Plan - Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,10.0
